,Symbol,Name,Industry,IndustryCode
1256,COLL,Collegium Pharmaceutical Inc,제약,562010
1257,TWCT,TWC Tech Holdings II Corp,기타 금융업,556010
1258,OAS,Oasis Petroleum Inc,오일 및 가스,501020
1259,CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
1260,AGEN,Agenus Inc,생명과학 및 메디컬 리서치,562020
1261,GOSS,Gossamer Bio Inc,생명과학 및 메디컬 리서치,562020
1262,MGIC,Magic Software Enterprises Ltd,소프트웨어 및 IT서비스,572010
1263,ANDE,Andersons Inc,식품 및 담배,541020
1264,OFIX,Orthofix Medical Inc,헬스케어 장비 및 용품,561010
1265,SVFAU,SVF Investment Corp,기타 금융업,556010
1266,AFINO,American Finance Trust Inc PRF,주택 및 상업용 리츠,601020
1267,LOVE,Lovesac Co,가정용품,532040
1268,ETAC,E.Merge Technology Acquisition Corp Class A,기타 금융업,556010
1269,FORR,Forrester Research Inc,미디어 및 출판,533020
1270,USCR,US Concrete Inc,건축 자재,512020
1271,THCBU,Tuscan Holdings Corp Unit,기타 금융업,556010
1272,MERC,Mercer International Inc,종이 및 임산물,513010
1273,ALBO,Albireo Pharma Inc,생명과학 및 메디컬 리서치,562020
1274,TIG,Trean Insurance Group Inc,보험,553010
1275,ERII,Energy Recovery Inc,"건설장비 및 대형차, 기차, 배",521020
1276,XENT,Intersect Ent Inc,헬스케어 장비 및 용품,561010
1277,ARLP,Alliance Resource Partners LP Unit,석유,501010
1278,FPRX,Five Prime Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1279,RBCAA,Republic Bancorp Inc Class A,은행,551010
1280,WASH,Washington Trust Bancorp Inc,은행,551010
1281,AEPPL,American Electric Power Company Inc,전기 유틸리티,591010
1282,VNDA,Vanda Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1283,HLIT,Harmonic Inc,커뮤니케이션 및 네트워킹,571020
1284,VREX,Varex Imaging Corp,헬스케어 장비 및 용품,561010
1285,PDFS,PDF Solutions Inc,반도체 및 반도체 장비,571010
1286,AGCUU,Altimeter Growth Corp,기타 금융업,556010
1287,HSTM,HealthStream Inc,소프트웨어 및 IT서비스,572010
1288,SPWH,Sportsmans Warehouse Holdings Inc,전문품 상점,534030
1289,VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
1290,AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
1291,ATHA,Athira Pharma Inc,생명과학 및 메디컬 리서치,562020
1292,PLAB,Photronics Inc,반도체 및 반도체 장비,571010
1293,TARS,Tarsus Pharmaceuticals  Inc.,생명과학 및 메디컬 리서치,562020
1294,GPRE,Green Plains Inc,재생에너지,502010
1295,THCB,Tuscan Holdings Corp,기타 금융업,556010
1296,AERI,Aerie Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1297,RADI,Radius Global Infrastructure Inc Class A,부동산 운영 관리,601010
1298,SLRC,Solar Capital Ltd,다양한 금융서비스,555010
1299,PFBC,Preferred Bank,은행,551010
1300,LIND,Lindblad Expeditions Holdings Inc,호텔 및 엔터테인먼트,533010
1301,OBNK,Origin Bancorp Inc,은행,551010
1302,ATRS,Antares Pharma Inc,헬스케어 장비 및 용품,561010
1303,AXGN,AxoGen Inc,헬스케어 장비 및 용품,561010
1304,ANAB,AnaptysBio Inc,생명과학 및 메디컬 리서치,562020
1305,HBNC,Horizon Bancorp Inc,은행,551010
1306,ABTX,Allegiance Bancshares Inc,은행,551010
1307,UFCS,United Fire Group Inc,보험,553010
1308,LOCO,El Pollo Loco Holdings Inc,호텔 및 엔터테인먼트,533010
1309,ATOM,Atomera Inc,반도체 및 반도체 장비,571010
1310,CCD,Calamos Dynamic Convertible and Income Fund,다양한 금융서비스,555010
1311,PLL,Piedmont Lithium Ltd ADR,화학,511010
1312,ECHO,Echo Global Logistics Inc,화물 및 물류 서비스,524050
1313,AMSC,American Superconductor Corp,"건설장비 및 대형차, 기차, 배",521020
1314,ANGO,AngioDynamics Inc,헬스케어 장비 및 용품,561010
1315,CFII,CF Finance Acquisition Corp II Class A,기타 금융업,556010
1316,UEIC,Universal Electronics Inc,"컴퓨터, 전화 및 가전제품",571060
1317,CMLF,CM Life Sciences Inc Class A,기타 금융업,556010
1318,LMACU,Liberty Media Acquisition Corp,기타 금융업,556010
1319,USLM,United States Lime & Minerals Inc,건축 자재,512020
1320,STFC,State Auto Financial Corp,보험,553010
1321,GDYN,Grid Dynamics Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1322,CMRX,Chimerix Inc,생명과학 및 메디컬 리서치,562020
1323,SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
1324,CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
1325,APXT,Apex Technology Acquisition Corp Class A,기타 금융업,556010
1326,DTIL,Precision BioSciences Inc,생명과학 및 메디컬 리서치,562020
1327,GRSV,Gores Holdings V Inc,기타 금융업,556010
1328,IMTX,Immatics NV,생명과학 및 메디컬 리서치,562020
1329,SYRS,Syros Pharmaceuticals Inc,제약,562010
1330,SBNYP,Signature Bank ADR,은행,551010
1331,OPRX,OPTIMIZERx Corp,소프트웨어 및 IT서비스,572010
1332,COWN,Cowen Inc Class A,투자은행 및 서비스,551020
1333,CHUY,Chuy's Holdings Inc,호텔 및 엔터테인먼트,533010
1334,NCBS,Nicolet Bankshares Inc,은행,551010
1335,MGTX,MeiraGTx Holdings PLC,제약,562010
1336,CALT,Calliditas Therapeutics AB ADR,제약,562010
1337,PETS,Petmed Express Inc,식품 및 약품소매,543010
1338,NWLI,National Western Life Group Inc Class A,보험,553010
1339,KNDI,Kandi Technologies Group Inc,자동차 및 자동차 부품,531010
1340,KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
1341,GRTS,Gritstone Oncology Inc,제약,562010
1342,ATNI,ATN International Inc,통신 서비스,574010
1343,GOGL,Golden Ocean Group Ltd,화물 및 물류 서비스,524050
1344,FOSL,Fossil Group Inc,섬유 및 의류,532020
1345,LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
1346,SP,SP Plus Corp,운송 인프라,524070
1347,SLN,Silence Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1348,SFT,Shift Technologies  Inc. Class A,소프트웨어 및 IT서비스,572010
1349,SWIR,Sierra Wireless Inc,커뮤니케이션 및 네트워킹,571020
1350,VERU,Veru Inc,"개인, 가정 용품 및 서비스",542010
1351,AFIB,Acutus Medical Inc,헬스케어 장비 및 용품,561010
1352,GSBC,Great Southern Bancorp Inc,은행,551010
1353,LBAI,Lakeland Bancorp Inc,은행,551010
1354,TWCTU,TWC Tech Holdings II Corp,기타 금융업,556010
1355,EBON,Ebang International Holdings Inc Class A,"컴퓨터, 전화 및 가전제품",571060
1356,WTRE,Watford Holdings Ltd,보험,553010
1357,NGMS,Neogames SARL,소프트웨어 및 IT서비스,572010
1358,BCOV,Brightcove Inc,소프트웨어 및 IT서비스,572010
1359,LCY,Landcadia Holdings III Inc Class A,기타 금융업,556010
1360,TCPC,BlackRock TCP Capital Corp,투자은행 및 서비스,551020
1361,RIGL,Rigel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1362,BPYU,Brookfield Property REIT Inc Class A,주택 및 상업용 리츠,601020
1363,UVSP,Univest Financial Corp,은행,551010
1364,WINA,Winmark Corp,전문품 상점,534030
1365,KDNY,Chinook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1366,ZYXI,Zynex Inc,헬스케어 장비 및 용품,561010
1367,ETACU,E.Merge Technology Acquisition Corp,기타 금융업,556010
1368,SCSC,Scansource Inc,"컴퓨터, 전화 및 가전제품",571060
1369,DUO,Fangdd Network Group Ltd ADR,부동산 운영 관리,601010
1370,CTBI,Community Trust Bancorp Inc,은행,551010
1371,XOG,Extraction Oil & Gas Inc,오일 및 가스,501020
1372,HAACU,Health Assurance Acquisition Corp,기타 금융업,556010
1373,CASA,Casa Systems Inc,커뮤니케이션 및 네트워킹,571020
1374,QELL,Qell Acquisition Corp. Class A,기타 금융업,556010
1375,CBTX,CBTX Inc,은행,551010
1376,NFBK,Northfield Bancorp Inc,은행,551010
1377,HAAC,Health Assurance Acquisition Corp Class A,기타 금융업,556010
1378,OSW,OneSpaWorld Holdings Ltd,호텔 및 엔터테인먼트,533010
1379,VSPRU,Vesper Healthcare Acquisition Corp,기타 금융업,556010
1380,CURI,Curiositystream Inc. Class A,소프트웨어 및 IT서비스,572010
1381,FBMS,First Bancshares Inc (Mississippi),은행,551010
1382,USAT,USA Technologies Inc,핀테크,573010
1383,DMRC,Digimarc Corp,소프트웨어 및 IT서비스,572010
1384,BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
1385,SCVL,Shoe Carnival Inc,전문품 상점,534030
1386,RMR,RMR Group Inc Class A,부동산 운영 관리,601010
1387,GILT,Gilat Satellite Networks Ltd,커뮤니케이션 및 네트워킹,571020
1388,SOLO,Electrameccanica Vehicles Corp,자동차 및 자동차 부품,531010
1389,HONE,HarborOne Bancorp Inc,은행,551010
1390,SPTN,SpartanNash Co,식품 및 약품소매,543010
1391,ABST,Absolute Software Corp,소프트웨어 및 IT서비스,572010
1392,AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
1393,TSC,TriState Capital Holdings Inc,은행,551010
1394,BMTC,Bryn Mawr Bank Corp,은행,551010
1395,GRAY,Graybug Vision Inc,생명과학 및 메디컬 리서치,562020
1396,MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
1397,RUTH,Ruth's Hospitality Group Inc,호텔 및 엔터테인먼트,533010
1398,APXTU,Apex Technology Acquisition Corp Unit,기타 금융업,556010
1399,CGBD,TCG BDC Inc,은행,551010
1400,HARP,Harpoon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1401,EGRX,Eagle Pharmaceuticals Inc,제약,562010
1402,SSPK,Silver Spike Acquisition Corp Class A,기타 금융업,556010
1403,TSIA,TS Innovation Acquisitions Corp Class A,기타 금융업,556010
1404,QCRH,QCR Holdings Inc,은행,551010
1405,BDSX,Biodesix  Inc.,헬스케어 업체 및 서비스,561020
1406,AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
1407,SVA,Sinovac Biotech Ltd,제약,562010
1408,CMLFU,CM Life Sciences Inc,기타 금융업,556010
1409,GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
1410,MTEM,Molecular Templates Inc,생명과학 및 메디컬 리서치,562020
1411,ALTA,Altabancorp,은행,551010
1412,XONE,ExOne Co,"건설장비 및 대형차, 기차, 배",521020
1413,ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
1414,FHTX,Foghorn Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
1415,FLXN,Flexion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1416,HMHC,Houghton Mifflin Harcourt Co,전문 및 상업 서비스,522030
1417,CLSK,CleanSpark Inc,재생에너지,502010
1418,APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1419,ORBC,ORBCOMM Inc,통신 서비스,574010
1420,QIWI,Qiwi PLC ADR,전문 및 상업 서비스,522030
1421,GP,GreenPower Motor Company Inc,자동차 및 자동차 부품,531010
1422,CFIIU,CF Finance Acquisition Corp II,기타 금융업,556010
1423,TILE,Interface Inc,가정용품,532040
1424,FNKO,Funko Inc Class A,레저 상품,532050
1425,ATEX,Anterix Inc,통신 서비스,574010
1426,VSPR,Vesper Healthcare Acquisition Corp Class A,기타 금융업,556010
1427,AQB,AquaBounty Technologies Inc,생명과학 및 메디컬 리서치,562020
1428,MWK,Mohawk Group Holdings Inc,가정용품,532040
1429,SCOAU,Scion Tech Growth I,기타 금융업,556010
1430,AFMD,Affimed NV,생명과학 및 메디컬 리서치,562020
1431,TRST,TrustCo Bank Corp N Y,은행,551010
1432,ORTX,Orchard Therapeutics PLC ADR,제약,562010
1433,GOOD,Gladstone Commercial Corp,주택 및 상업용 리츠,601020
1434,PEBO,Peoples Bancorp Inc,은행,551010
1435,DBVT,DBV Technologies SA ADR,제약,562010
1436,IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
1437,OXLC,Oxford Lane Capital Corp,다양한 금융서비스,555010
1438,SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
1439,HOL,Holicity Inc,기타 금융업,556010
1440,FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
1441,RMNI,Rimini Street Inc,소프트웨어 및 IT서비스,572010
1442,CFB,Crossfirst Bankshares Inc,은행,551010
1443,CHSCO,CHS Inc PRF,식품 및 담배,541020
1444,WIMI,WiMi Hologram Cloud Inc ADR,소프트웨어 및 IT서비스,572010
1445,HBANO,Huntington Bancshares Inc ADR,은행,551010
1446,BCYC,Bicycle Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1447,CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
1448,CTRN,Citi Trends Inc,전문품 상점,534030
1449,CHSCL,CHS Inc PRF,식품 및 담배,541020
1450,STRL,Sterling Construction Company Inc,건설 및 엔지니어링,522010
1451,EPIX,ESSA Pharma Inc,생명과학 및 메디컬 리서치,562020
1452,WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
1453,GRSVU,Gores Holdings V Inc,기타 금융업,556010
1454,TRIT,Triterras Inc Class A,핀테크,573010
1455,ASLE,AerSale Corp,우주항공 및 국방,521010
1456,AEGN,Aegion Corp Class A,건설 및 엔지니어링,522010
1457,HWKN,Hawkins Inc,화학,511010
1458,COGT,Cogent Biosciences Inc,생명과학 및 메디컬 리서치,562020
1459,SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1460,EQOS,Diginex Ltd,투자은행 및 서비스,551020
1461,ULH,Universal Logistics Holdings Inc,화물 및 물류 서비스,524050
1462,FIXX,Homology Medicines Inc,생명과학 및 메디컬 리서치,562020
1463,THRY,Thryv Holdings Inc,미디어 및 출판,533020
1464,TLMD,Soc Telemed Inc Class A,헬스케어 업체 및 서비스,561020
1465,SSPKU,Silver Spike Acquisition Corp Unit,기타 금융업,556010
1466,PSTX,Poseida Therapeutics  Inc.,생명과학 및 메디컬 리서치,562020
1467,TMDX,Transmedics Group Inc,헬스케어 장비 및 용품,561010
1468,YORW,York Water Co,수도 유틸리티,591030
1469,RCEL,AVITA Medical Inc,생명과학 및 메디컬 리서치,562020
1470,AXDX,Accelerate Diagnostics Inc,헬스케어 장비 및 용품,561010
1471,NBTX,Nanobiotix SA ADR,생명과학 및 메디컬 리서치,562020
1472,QELLU,Qell Acquisition Corp.,기타 금융업,556010
1473,DGII,Digi International Inc,커뮤니케이션 및 네트워킹,571020
1474,XBIT,XBiotech Inc,생명과학 및 메디컬 리서치,562020
1475,CHW,Calamos Global Dynamic Income Fund,다양한 금융서비스,555010
1476,FFIC,Flushing Financial Corp,은행,551010
1477,ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
1478,VUZI,Vuzix Corp,전자 장비 및 부품,571040
1479,HEC,Hudson Executive Investment Corp Class A,기타 금융업,556010
1480,MGI,MoneyGram International Inc,전문 및 상업 서비스,522030
1481,HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
1482,IMXI,International Money Express Inc,전문 및 상업 서비스,522030
1483,KOPN,Kopin Corp,반도체 및 반도체 장비,571010
1484,FMBH,First Mid Bancshares Inc,은행,551010
1485,AKUS,Akouos Inc,생명과학 및 메디컬 리서치,562020
1486,PRTA,Prothena Corporation PLC,생명과학 및 메디컬 리서치,562020
1487,CAC,Camden National Corp,은행,551010
1488,XENE,Xenon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1489,RLMD,Relmada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1490,CENT,Central Garden & Pet Co,식품 및 담배,541020
1491,CBAT,CBAK Energy Technology Inc,"건설장비 및 대형차, 기차, 배",521020
1492,LORL,Loral Space & Communications Inc,커뮤니케이션 및 네트워킹,571020
1493,GSM,Ferroglobe PLC,메탈&마이닝,512010
1494,BLBD,Blue Bird Corp,"건설장비 및 대형차, 기차, 배",521020
1495,OXFD,Oxford Immunotec Global PLC,헬스케어 장비 및 용품,561010
1496,GMDA,Gamida Cell Ltd,생명과학 및 메디컬 리서치,562020
1497,VKTX,Viking Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1498,NLTX,Neoleukin Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1499,BOWXU,BowX Acquisition Corp,기타 금융업,556010
1500,CMTL,Comtech Telecommunications Corp,커뮤니케이션 및 네트워킹,571020
1501,MIRM,Mirum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1502,LCYAU,Landcadia Holdings III Inc,기타 금융업,556010
1503,TSIAU,TS Innovation Acquisitions Corp,기타 금융업,556010
1504,AGNCP,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
1505,SVAC,Starboard Value Acquisition Corp Class A,기타 금융업,556010
1506,CFIVU,CF Acquisition IV Corp,기타 금융업,556010
1507,TPCO,Tribune Publishing Co,미디어 및 출판,533020
1508,MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
1509,CHSCM,CHS Inc PRF,식품 및 담배,541020
1510,SSTI,Shotspotter Inc,소프트웨어 및 IT서비스,572010
1511,INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
1512,FTHM,Fathom Holdings Inc,부동산 운영 관리,601010
1513,FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
1514,TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
1515,IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
1516,SPPI,Spectrum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1517,BIVI,BioVie Inc Class A,생명과학 및 메디컬 리서치,562020
1518,THFF,First Financial Corp,은행,551010
1519,LLNW,Limelight Networks Inc,소프트웨어 및 IT서비스,572010
1520,ANIK,Anika Therapeutics Inc,제약,562010
1521,WIFI,Boingo Wireless Inc,통신 서비스,574010
1522,OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
1523,FSRV,Finserv Acquisition Corp Class A,기타 금융업,556010
1524,EXPC,Experience Investment Corp Class A,기타 금융업,556010
1525,HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
1526,CTAQ,Carney Technology Acquisition Corp. II Class A,기타 금융업,556010
1527,HOLUU,Holicity Inc,기타 금융업,556010
1528,THBR,Thunder Bridge Acquisition II Ltd Class A,기타 금융업,556010
1529,SIGA,SIGA Technologies Inc,제약,562010
1530,INZY,Inozyme Pharma Inc,생명과학 및 메디컬 리서치,562020
1531,OCGN,Ocugen Inc,제약,562010
1532,BFC,Bank First Corp,은행,551010
1533,HTBK,Heritage Commerce Corp,은행,551010
1534,PAND,Pandion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1535,SNRH,Senior Connect Acquisition Corp I Class A,기타 금융업,556010
1536,CLAR,Clarus Corp,레저 상품,532050
1537,PSAC,Property Solutions Acquisition Corp,기타 금융업,556010
1538,TXMD,TherapeuticsMD Inc,제약,562010
1539,PRTH,Priority Technology Holdings Inc,핀테크,573010
1540,MSGM,Motorsport Games Inc Class A,소프트웨어 및 IT서비스,572010
1541,GDEN,Golden Entertainment Inc,호텔 및 엔터테인먼트,533010
1542,PROF,Profound Medical Corp,헬스케어 장비 및 용품,561010
1543,LBC,Luther Burbank Corp,은행,551010
